Max_depth/no. of trees,10,20,30,40,50,60,70,80,90,100
1,0.60859375,0.61953125,0.60390625,0.63203125,0.61953125,0.6546875,0.64765625,0.65078125,0.60703125,0.596875
2,0.66171875,0.67890625,0.678125,0.68203125,0.68828125,0.6765625,0.6828125,0.67734375,0.69375,0.67578125
3,0.73203125,0.76796875,0.75,0.72578125,0.74609375,0.73984375,0.7515625,0.7390625,0.74609375,0.7546875
4,0.79609375,0.8125,0.7953125,0.7921875,0.7875,0.78359375,0.78203125,0.79296875,0.8046875,0.7984375
5,0.83046875,0.87578125,0.84765625,0.84453125,0.859375,0.875,0.87734375,0.8515625,0.85546875,0.87578125
6,0.88359375,0.9015625,0.9140625,0.9046875,0.928125,0.9140625,0.921875,0.925,0.9265625,0.925
7,0.91640625,0.92578125,0.93671875,0.9453125,0.94921875,0.9484375,0.946875,0.9453125,0.946875,0.94765625
